slug,recipe,country,category,role,label,filename,route_path,prompt
shorba-south-sudan-ss,South Sudanese Shorba,South Sudan,soup,table,Table context,shorba-south-sudan-ss-5.webp,/tools/afrokitchen/recipes/shorba-south-sudan-ss/,"Finished South Sudanese Shorba, soup from South Sudan, dish on table with realistic accompaniments and serving utensils."
agashe-sd,Agashe,Sudan,street-food,hero,Finished dish hero,agashe-sd.webp,/tools/afrokitchen/recipes/agashe-sd/,"Finished Agashe, street-food from Sudan, plated finished dish in warm natural light, inspectable texture, no text, no logos."
agashe-sd,Agashe,Sudan,street-food,serving,Serving detail,agashe-sd-2.webp,/tools/afrokitchen/recipes/agashe-sd/,"Finished Agashe, street-food from Sudan, closer serving angle showing texture, garnish, side dish, and sauce."
agashe-sd,Agashe,Sudan,street-food,ingredients,Ingredient setup,agashe-sd-3.webp,/tools/afrokitchen/recipes/agashe-sd/,"Finished Agashe, street-food from Sudan, key ingredients arranged naturally before cooking, bright kitchen light."
agashe-sd,Agashe,Sudan,street-food,process,Cooking process,agashe-sd-4.webp,/tools/afrokitchen/recipes/agashe-sd/,"Finished Agashe, street-food from Sudan, mid-cooking pot or pan moment that explains the method."
agashe-sd,Agashe,Sudan,street-food,table,Table context,agashe-sd-5.webp,/tools/afrokitchen/recipes/agashe-sd/,"Finished Agashe, street-food from Sudan, dish on table with realistic accompaniments and serving utensils."
basbousa-sd,Basbousa,Sudan,dessert,hero,Finished dish hero,basbousa-sd.webp,/tools/afrokitchen/recipes/basbousa-sd/,"Finished Basbousa, dessert from Sudan, plated finished dish in warm natural light, inspectable texture, no text, no logos."
basbousa-sd,Basbousa,Sudan,dessert,serving,Serving detail,basbousa-sd-2.webp,/tools/afrokitchen/recipes/basbousa-sd/,"Finished Basbousa, dessert from Sudan, closer serving angle showing texture, garnish, side dish, and sauce."
basbousa-sd,Basbousa,Sudan,dessert,ingredients,Ingredient setup,basbousa-sd-3.webp,/tools/afrokitchen/recipes/basbousa-sd/,"Finished Basbousa, dessert from Sudan, key ingredients arranged naturally before cooking, bright kitchen light."
basbousa-sd,Basbousa,Sudan,dessert,process,Cooking process,basbousa-sd-4.webp,/tools/afrokitchen/recipes/basbousa-sd/,"Finished Basbousa, dessert from Sudan, mid-cooking pot or pan moment that explains the method."
basbousa-sd,Basbousa,Sudan,dessert,table,Table context,basbousa-sd-5.webp,/tools/afrokitchen/recipes/basbousa-sd/,"Finished Basbousa, dessert from Sudan, dish on table with realistic accompaniments and serving utensils."
gurasa-sd,Gurasa,Sudan,bread,hero,Finished dish hero,gurasa-sd.webp,/tools/afrokitchen/recipes/gurasa-sd/,"Finished Gurasa, bread from Sudan, plated finished dish in warm natural light, inspectable texture, no text, no logos."
gurasa-sd,Gurasa,Sudan,bread,serving,Serving detail,gurasa-sd-2.webp,/tools/afrokitchen/recipes/gurasa-sd/,"Finished Gurasa, bread from Sudan, closer serving angle showing texture, garnish, side dish, and sauce."
gurasa-sd,Gurasa,Sudan,bread,ingredients,Ingredient setup,gurasa-sd-3.webp,/tools/afrokitchen/recipes/gurasa-sd/,"Finished Gurasa, bread from Sudan, key ingredients arranged naturally before cooking, bright kitchen light."
gurasa-sd,Gurasa,Sudan,bread,process,Cooking process,gurasa-sd-4.webp,/tools/afrokitchen/recipes/gurasa-sd/,"Finished Gurasa, bread from Sudan, mid-cooking pot or pan moment that explains the method."
gurasa-sd,Gurasa,Sudan,bread,table,Table context,gurasa-sd-5.webp,/tools/afrokitchen/recipes/gurasa-sd/,"Finished Gurasa, bread from Sudan, dish on table with realistic accompaniments and serving utensils."
kisra-mullah-sd,Kisra with Mullah Tagalia,Sudan,main,hero,Finished dish hero,kisra-mullah-sd.webp,/tools/afrokitchen/recipes/kisra-mullah-sd/,"Finished Kisra with Mullah Tagalia, main from Sudan, plated finished dish in warm natural light, inspectable texture, no text, no logos."
kisra-mullah-sd,Kisra with Mullah Tagalia,Sudan,main,serving,Serving detail,kisra-mullah-sd-2.webp,/tools/afrokitchen/recipes/kisra-mullah-sd/,"Finished Kisra with Mullah Tagalia, main from Sudan, closer serving angle showing texture, garnish, side dish, and sauce."
kisra-mullah-sd,Kisra with Mullah Tagalia,Sudan,main,ingredients,Ingredient setup,kisra-mullah-sd-3.webp,/tools/afrokitchen/recipes/kisra-mullah-sd/,"Finished Kisra with Mullah Tagalia, main from Sudan, key ingredients arranged naturally before cooking, bright kitchen light."
kisra-mullah-sd,Kisra with Mullah Tagalia,Sudan,main,process,Cooking process,kisra-mullah-sd-4.webp,/tools/afrokitchen/recipes/kisra-mullah-sd/,"Finished Kisra with Mullah Tagalia, main from Sudan, mid-cooking pot or pan moment that explains the method."
kisra-mullah-sd,Kisra with Mullah Tagalia,Sudan,main,table,Table context,kisra-mullah-sd-5.webp,/tools/afrokitchen/recipes/kisra-mullah-sd/,"Finished Kisra with Mullah Tagalia, main from Sudan, dish on table with realistic accompaniments and serving utensils."
mullah-ahmar-tagalia-sd,Mullah Ahmar Tagalia,Sudan,stew,hero,Finished dish hero,mullah-ahmar-tagalia-sd.webp,/tools/afrokitchen/recipes/mullah-ahmar-tagalia-sd/,"Finished Mullah Ahmar Tagalia, stew from Sudan, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mullah-ahmar-tagalia-sd,Mullah Ahmar Tagalia,Sudan,stew,serving,Serving detail,mullah-ahmar-tagalia-sd-2.webp,/tools/afrokitchen/recipes/mullah-ahmar-tagalia-sd/,"Finished Mullah Ahmar Tagalia, stew from Sudan, closer serving angle showing texture, garnish, side dish, and sauce."
mullah-ahmar-tagalia-sd,Mullah Ahmar Tagalia,Sudan,stew,ingredients,Ingredient setup,mullah-ahmar-tagalia-sd-3.webp,/tools/afrokitchen/recipes/mullah-ahmar-tagalia-sd/,"Finished Mullah Ahmar Tagalia, stew from Sudan, key ingredients arranged naturally before cooking, bright kitchen light."
mullah-ahmar-tagalia-sd,Mullah Ahmar Tagalia,Sudan,stew,process,Cooking process,mullah-ahmar-tagalia-sd-4.webp,/tools/afrokitchen/recipes/mullah-ahmar-tagalia-sd/,"Finished Mullah Ahmar Tagalia, stew from Sudan, mid-cooking pot or pan moment that explains the method."
mullah-ahmar-tagalia-sd,Mullah Ahmar Tagalia,Sudan,stew,table,Table context,mullah-ahmar-tagalia-sd-5.webp,/tools/afrokitchen/recipes/mullah-ahmar-tagalia-sd/,"Finished Mullah Ahmar Tagalia, stew from Sudan, dish on table with realistic accompaniments and serving utensils."
shaiyah-sd,Shaiyah,Sudan,main,hero,Finished dish hero,shaiyah-sd.webp,/tools/afrokitchen/recipes/shaiyah-sd/,"Finished Shaiyah, main from Sudan, plated finished dish in warm natural light, inspectable texture, no text, no logos."
shaiyah-sd,Shaiyah,Sudan,main,serving,Serving detail,shaiyah-sd-2.webp,/tools/afrokitchen/recipes/shaiyah-sd/,"Finished Shaiyah, main from Sudan, closer serving angle showing texture, garnish, side dish, and sauce."
shaiyah-sd,Shaiyah,Sudan,main,ingredients,Ingredient setup,shaiyah-sd-3.webp,/tools/afrokitchen/recipes/shaiyah-sd/,"Finished Shaiyah, main from Sudan, key ingredients arranged naturally before cooking, bright kitchen light."
shaiyah-sd,Shaiyah,Sudan,main,process,Cooking process,shaiyah-sd-4.webp,/tools/afrokitchen/recipes/shaiyah-sd/,"Finished Shaiyah, main from Sudan, mid-cooking pot or pan moment that explains the method."
shaiyah-sd,Shaiyah,Sudan,main,table,Table context,shaiyah-sd-5.webp,/tools/afrokitchen/recipes/shaiyah-sd/,"Finished Shaiyah, main from Sudan, dish on table with realistic accompaniments and serving utensils."
chipsi-mayai,Chipsi Mayai,Tanzania,snack,hero,Finished dish hero,chipsi-mayai.webp,/tools/afrokitchen/recipes/chipsi-mayai/,"Finished Chipsi Mayai, snack from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
chipsi-mayai,Chipsi Mayai,Tanzania,snack,serving,Serving detail,chipsi-mayai-2.webp,/tools/afrokitchen/recipes/chipsi-mayai/,"Finished Chipsi Mayai, snack from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
chipsi-mayai,Chipsi Mayai,Tanzania,snack,ingredients,Ingredient setup,chipsi-mayai-3.webp,/tools/afrokitchen/recipes/chipsi-mayai/,"Finished Chipsi Mayai, snack from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
chipsi-mayai,Chipsi Mayai,Tanzania,snack,process,Cooking process,chipsi-mayai-4.webp,/tools/afrokitchen/recipes/chipsi-mayai/,"Finished Chipsi Mayai, snack from Tanzania, mid-cooking pot or pan moment that explains the method."
chipsi-mayai,Chipsi Mayai,Tanzania,snack,table,Table context,chipsi-mayai-5.webp,/tools/afrokitchen/recipes/chipsi-mayai/,"Finished Chipsi Mayai, snack from Tanzania, dish on table with realistic accompaniments and serving utensils."
mchemsho-tz,Mchemsho,Tanzania,main,hero,Finished dish hero,mchemsho-tz.webp,/tools/afrokitchen/recipes/mchemsho-tz/,"Finished Mchemsho, main from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mchemsho-tz,Mchemsho,Tanzania,main,serving,Serving detail,mchemsho-tz-2.webp,/tools/afrokitchen/recipes/mchemsho-tz/,"Finished Mchemsho, main from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
mchemsho-tz,Mchemsho,Tanzania,main,ingredients,Ingredient setup,mchemsho-tz-3.webp,/tools/afrokitchen/recipes/mchemsho-tz/,"Finished Mchemsho, main from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
mchemsho-tz,Mchemsho,Tanzania,main,process,Cooking process,mchemsho-tz-4.webp,/tools/afrokitchen/recipes/mchemsho-tz/,"Finished Mchemsho, main from Tanzania, mid-cooking pot or pan moment that explains the method."
mchemsho-tz,Mchemsho,Tanzania,main,table,Table context,mchemsho-tz-5.webp,/tools/afrokitchen/recipes/mchemsho-tz/,"Finished Mchemsho, main from Tanzania, dish on table with realistic accompaniments and serving utensils."
ndizi-nyama-tz,Ndizi na Nyama,Tanzania,main,hero,Finished dish hero,ndizi-nyama-tz.webp,/tools/afrokitchen/recipes/ndizi-nyama-tz/,"Finished Ndizi na Nyama, main from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ndizi-nyama-tz,Ndizi na Nyama,Tanzania,main,serving,Serving detail,ndizi-nyama-tz-2.webp,/tools/afrokitchen/recipes/ndizi-nyama-tz/,"Finished Ndizi na Nyama, main from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
ndizi-nyama-tz,Ndizi na Nyama,Tanzania,main,ingredients,Ingredient setup,ndizi-nyama-tz-3.webp,/tools/afrokitchen/recipes/ndizi-nyama-tz/,"Finished Ndizi na Nyama, main from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
ndizi-nyama-tz,Ndizi na Nyama,Tanzania,main,process,Cooking process,ndizi-nyama-tz-4.webp,/tools/afrokitchen/recipes/ndizi-nyama-tz/,"Finished Ndizi na Nyama, main from Tanzania, mid-cooking pot or pan moment that explains the method."
ndizi-nyama-tz,Ndizi na Nyama,Tanzania,main,table,Table context,ndizi-nyama-tz-5.webp,/tools/afrokitchen/recipes/ndizi-nyama-tz/,"Finished Ndizi na Nyama, main from Tanzania, dish on table with realistic accompaniments and serving utensils."
tangawizi-tz,Tangawizi,Tanzania,beverage,hero,Finished dish hero,tangawizi-tz.webp,/tools/afrokitchen/recipes/tangawizi-tz/,"Finished Tangawizi, beverage from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
tangawizi-tz,Tangawizi,Tanzania,beverage,serving,Serving detail,tangawizi-tz-2.webp,/tools/afrokitchen/recipes/tangawizi-tz/,"Finished Tangawizi, beverage from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
tangawizi-tz,Tangawizi,Tanzania,beverage,ingredients,Ingredient setup,tangawizi-tz-3.webp,/tools/afrokitchen/recipes/tangawizi-tz/,"Finished Tangawizi, beverage from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
tangawizi-tz,Tangawizi,Tanzania,beverage,process,Cooking process,tangawizi-tz-4.webp,/tools/afrokitchen/recipes/tangawizi-tz/,"Finished Tangawizi, beverage from Tanzania, mid-cooking pot or pan moment that explains the method."
tangawizi-tz,Tangawizi,Tanzania,beverage,table,Table context,tangawizi-tz-5.webp,/tools/afrokitchen/recipes/tangawizi-tz/,"Finished Tangawizi, beverage from Tanzania, dish on table with realistic accompaniments and serving utensils."
mandazi-tanzania-tz,Tanzanian Mandazi,Tanzania,snack,hero,Finished dish hero,mandazi-tanzania-tz.webp,/tools/afrokitchen/recipes/mandazi-tanzania-tz/,"Finished Tanzanian Mandazi, snack from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mandazi-tanzania-tz,Tanzanian Mandazi,Tanzania,snack,serving,Serving detail,mandazi-tanzania-tz-2.webp,/tools/afrokitchen/recipes/mandazi-tanzania-tz/,"Finished Tanzanian Mandazi, snack from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
mandazi-tanzania-tz,Tanzanian Mandazi,Tanzania,snack,ingredients,Ingredient setup,mandazi-tanzania-tz-3.webp,/tools/afrokitchen/recipes/mandazi-tanzania-tz/,"Finished Tanzanian Mandazi, snack from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
mandazi-tanzania-tz,Tanzanian Mandazi,Tanzania,snack,process,Cooking process,mandazi-tanzania-tz-4.webp,/tools/afrokitchen/recipes/mandazi-tanzania-tz/,"Finished Tanzanian Mandazi, snack from Tanzania, mid-cooking pot or pan moment that explains the method."
mandazi-tanzania-tz,Tanzanian Mandazi,Tanzania,snack,table,Table context,mandazi-tanzania-tz-5.webp,/tools/afrokitchen/recipes/mandazi-tanzania-tz/,"Finished Tanzanian Mandazi, snack from Tanzania, dish on table with realistic accompaniments and serving utensils."
tanzanian-pilau,Tanzanian Pilau,Tanzania,main,hero,Finished dish hero,tanzanian-pilau.webp,/tools/afrokitchen/recipes/tanzanian-pilau/,"Finished Tanzanian Pilau, main from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
tanzanian-pilau,Tanzanian Pilau,Tanzania,main,serving,Serving detail,tanzanian-pilau-2.webp,/tools/afrokitchen/recipes/tanzanian-pilau/,"Finished Tanzanian Pilau, main from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
tanzanian-pilau,Tanzanian Pilau,Tanzania,main,ingredients,Ingredient setup,tanzanian-pilau-3.webp,/tools/afrokitchen/recipes/tanzanian-pilau/,"Finished Tanzanian Pilau, main from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
tanzanian-pilau,Tanzanian Pilau,Tanzania,main,process,Cooking process,tanzanian-pilau-4.webp,/tools/afrokitchen/recipes/tanzanian-pilau/,"Finished Tanzanian Pilau, main from Tanzania, mid-cooking pot or pan moment that explains the method."
tanzanian-pilau,Tanzanian Pilau,Tanzania,main,table,Table context,tanzanian-pilau-5.webp,/tools/afrokitchen/recipes/tanzanian-pilau/,"Finished Tanzanian Pilau, main from Tanzania, dish on table with realistic accompaniments and serving utensils."
ugali-na-nyama,Ugali na Nyama,Tanzania,main,hero,Finished dish hero,ugali-na-nyama.webp,/tools/afrokitchen/recipes/ugali-na-nyama/,"Finished Ugali na Nyama, main from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ugali-na-nyama,Ugali na Nyama,Tanzania,main,serving,Serving detail,ugali-na-nyama-2.webp,/tools/afrokitchen/recipes/ugali-na-nyama/,"Finished Ugali na Nyama, main from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
ugali-na-nyama,Ugali na Nyama,Tanzania,main,ingredients,Ingredient setup,ugali-na-nyama-3.webp,/tools/afrokitchen/recipes/ugali-na-nyama/,"Finished Ugali na Nyama, main from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
ugali-na-nyama,Ugali na Nyama,Tanzania,main,process,Cooking process,ugali-na-nyama-4.webp,/tools/afrokitchen/recipes/ugali-na-nyama/,"Finished Ugali na Nyama, main from Tanzania, mid-cooking pot or pan moment that explains the method."
ugali-na-nyama,Ugali na Nyama,Tanzania,main,table,Table context,ugali-na-nyama-5.webp,/tools/afrokitchen/recipes/ugali-na-nyama/,"Finished Ugali na Nyama, main from Tanzania, dish on table with realistic accompaniments and serving utensils."
urojo-zanzibar-tz,Urojo,Tanzania,soup,hero,Finished dish hero,urojo-zanzibar-tz.webp,/tools/afrokitchen/recipes/urojo-zanzibar-tz/,"Finished Urojo, soup from Tanzania, plated finished dish in warm natural light, inspectable texture, no text, no logos."
urojo-zanzibar-tz,Urojo,Tanzania,soup,serving,Serving detail,urojo-zanzibar-tz-2.webp,/tools/afrokitchen/recipes/urojo-zanzibar-tz/,"Finished Urojo, soup from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce."
urojo-zanzibar-tz,Urojo,Tanzania,soup,ingredients,Ingredient setup,urojo-zanzibar-tz-3.webp,/tools/afrokitchen/recipes/urojo-zanzibar-tz/,"Finished Urojo, soup from Tanzania, key ingredients arranged naturally before cooking, bright kitchen light."
urojo-zanzibar-tz,Urojo,Tanzania,soup,process,Cooking process,urojo-zanzibar-tz-4.webp,/tools/afrokitchen/recipes/urojo-zanzibar-tz/,"Finished Urojo, soup from Tanzania, mid-cooking pot or pan moment that explains the method."
urojo-zanzibar-tz,Urojo,Tanzania,soup,table,Table context,urojo-zanzibar-tz-5.webp,/tools/afrokitchen/recipes/urojo-zanzibar-tz/,"Finished Urojo, soup from Tanzania, dish on table with realistic accompaniments and serving utensils."
ablo-tg,Ablo,Togo,side,hero,Finished dish hero,ablo-tg.webp,/tools/afrokitchen/recipes/ablo-tg/,"Finished Ablo, side from Togo, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ablo-tg,Ablo,Togo,side,serving,Serving detail,ablo-tg-2.webp,/tools/afrokitchen/recipes/ablo-tg/,"Finished Ablo, side from Togo, closer serving angle showing texture, garnish, side dish, and sauce."
ablo-tg,Ablo,Togo,side,ingredients,Ingredient setup,ablo-tg-3.webp,/tools/afrokitchen/recipes/ablo-tg/,"Finished Ablo, side from Togo, key ingredients arranged naturally before cooking, bright kitchen light."
ablo-tg,Ablo,Togo,side,process,Cooking process,ablo-tg-4.webp,/tools/afrokitchen/recipes/ablo-tg/,"Finished Ablo, side from Togo, mid-cooking pot or pan moment that explains the method."
ablo-tg,Ablo,Togo,side,table,Table context,ablo-tg-5.webp,/tools/afrokitchen/recipes/ablo-tg/,"Finished Ablo, side from Togo, dish on table with realistic accompaniments and serving utensils."
akoume-tg,Akoumé,Togo,side,hero,Finished dish hero,akoume-tg.webp,/tools/afrokitchen/recipes/akoume-tg/,"Finished Akoumé, side from Togo, plated finished dish in warm natural light, inspectable texture, no text, no logos."
akoume-tg,Akoumé,Togo,side,serving,Serving detail,akoume-tg-2.webp,/tools/afrokitchen/recipes/akoume-tg/,"Finished Akoumé, side from Togo, closer serving angle showing texture, garnish, side dish, and sauce."
akoume-tg,Akoumé,Togo,side,ingredients,Ingredient setup,akoume-tg-3.webp,/tools/afrokitchen/recipes/akoume-tg/,"Finished Akoumé, side from Togo, key ingredients arranged naturally before cooking, bright kitchen light."
akoume-tg,Akoumé,Togo,side,process,Cooking process,akoume-tg-4.webp,/tools/afrokitchen/recipes/akoume-tg/,"Finished Akoumé, side from Togo, mid-cooking pot or pan moment that explains the method."
akoume-tg,Akoumé,Togo,side,table,Table context,akoume-tg-5.webp,/tools/afrokitchen/recipes/akoume-tg/,"Finished Akoumé, side from Togo, dish on table with realistic accompaniments and serving utensils."
djenkoume-tg,Djenkoume,Togo,side,hero,Finished dish hero,djenkoume-tg.webp,/tools/afrokitchen/recipes/djenkoume-tg/,"Finished Djenkoume, side from Togo, plated finished dish in warm natural light, inspectable texture, no text, no logos."
djenkoume-tg,Djenkoume,Togo,side,serving,Serving detail,djenkoume-tg-2.webp,/tools/afrokitchen/recipes/djenkoume-tg/,"Finished Djenkoume, side from Togo, closer serving angle showing texture, garnish, side dish, and sauce."
djenkoume-tg,Djenkoume,Togo,side,ingredients,Ingredient setup,djenkoume-tg-3.webp,/tools/afrokitchen/recipes/djenkoume-tg/,"Finished Djenkoume, side from Togo, key ingredients arranged naturally before cooking, bright kitchen light."
djenkoume-tg,Djenkoume,Togo,side,process,Cooking process,djenkoume-tg-4.webp,/tools/afrokitchen/recipes/djenkoume-tg/,"Finished Djenkoume, side from Togo, mid-cooking pot or pan moment that explains the method."
djenkoume-tg,Djenkoume,Togo,side,table,Table context,djenkoume-tg-5.webp,/tools/afrokitchen/recipes/djenkoume-tg/,"Finished Djenkoume, side from Togo, dish on table with realistic accompaniments and serving utensils."
fufu-gboma-dessi-tg,Fufu with Gboma Dessi,Togo,main,hero,Finished dish hero,fufu-gboma-dessi-tg.webp,/tools/afrokitchen/recipes/fufu-gboma-dessi-tg/,"Finished Fufu with Gboma Dessi, main from Togo, plated finished dish in warm natural light, inspectable texture, no text, no logos."
fufu-gboma-dessi-tg,Fufu with Gboma Dessi,Togo,main,serving,Serving detail,fufu-gboma-dessi-tg-2.webp,/tools/afrokitchen/recipes/fufu-gboma-dessi-tg/,"Finished Fufu with Gboma Dessi, main from Togo, closer serving angle showing texture, garnish, side dish, and sauce."
fufu-gboma-dessi-tg,Fufu with Gboma Dessi,Togo,main,ingredients,Ingredient setup,fufu-gboma-dessi-tg-3.webp,/tools/afrokitchen/recipes/fufu-gboma-dessi-tg/,"Finished Fufu with Gboma Dessi, main from Togo, key ingredients arranged naturally before cooking, bright kitchen light."
fufu-gboma-dessi-tg,Fufu with Gboma Dessi,Togo,main,process,Cooking process,fufu-gboma-dessi-tg-4.webp,/tools/afrokitchen/recipes/fufu-gboma-dessi-tg/,"Finished Fufu with Gboma Dessi, main from Togo, mid-cooking pot or pan moment that explains the method."
fufu-gboma-dessi-tg,Fufu with Gboma Dessi,Togo,main,table,Table context,fufu-gboma-dessi-tg-5.webp,/tools/afrokitchen/recipes/fufu-gboma-dessi-tg/,"Finished Fufu with Gboma Dessi, main from Togo, dish on table with realistic accompaniments and serving utensils."
brik-tn,Brik a l'Oeuf,Tunisia,snack,hero,Finished dish hero,brik-tn.webp,/tools/afrokitchen/recipes/brik-tn/,"Finished Brik a l'Oeuf, snack from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
brik-tn,Brik a l'Oeuf,Tunisia,snack,serving,Serving detail,brik-tn-2.webp,/tools/afrokitchen/recipes/brik-tn/,"Finished Brik a l'Oeuf, snack from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
brik-tn,Brik a l'Oeuf,Tunisia,snack,ingredients,Ingredient setup,brik-tn-3.webp,/tools/afrokitchen/recipes/brik-tn/,"Finished Brik a l'Oeuf, snack from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
brik-tn,Brik a l'Oeuf,Tunisia,snack,process,Cooking process,brik-tn-4.webp,/tools/afrokitchen/recipes/brik-tn/,"Finished Brik a l'Oeuf, snack from Tunisia, mid-cooking pot or pan moment that explains the method."
brik-tn,Brik a l'Oeuf,Tunisia,snack,table,Table context,brik-tn-5.webp,/tools/afrokitchen/recipes/brik-tn/,"Finished Brik a l'Oeuf, snack from Tunisia, dish on table with realistic accompaniments and serving utensils."
makroudh-tn,Makroudh,Tunisia,dessert,hero,Finished dish hero,makroudh-tn.webp,/tools/afrokitchen/recipes/makroudh-tn/,"Finished Makroudh, dessert from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
makroudh-tn,Makroudh,Tunisia,dessert,serving,Serving detail,makroudh-tn-2.webp,/tools/afrokitchen/recipes/makroudh-tn/,"Finished Makroudh, dessert from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
makroudh-tn,Makroudh,Tunisia,dessert,ingredients,Ingredient setup,makroudh-tn-3.webp,/tools/afrokitchen/recipes/makroudh-tn/,"Finished Makroudh, dessert from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
makroudh-tn,Makroudh,Tunisia,dessert,process,Cooking process,makroudh-tn-4.webp,/tools/afrokitchen/recipes/makroudh-tn/,"Finished Makroudh, dessert from Tunisia, mid-cooking pot or pan moment that explains the method."
makroudh-tn,Makroudh,Tunisia,dessert,table,Table context,makroudh-tn-5.webp,/tools/afrokitchen/recipes/makroudh-tn/,"Finished Makroudh, dessert from Tunisia, dish on table with realistic accompaniments and serving utensils."
ojja-tn,Ojja with Merguez,Tunisia,breakfast,hero,Finished dish hero,ojja-tn.webp,/tools/afrokitchen/recipes/ojja-tn/,"Finished Ojja with Merguez, breakfast from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ojja-tn,Ojja with Merguez,Tunisia,breakfast,serving,Serving detail,ojja-tn-2.webp,/tools/afrokitchen/recipes/ojja-tn/,"Finished Ojja with Merguez, breakfast from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
ojja-tn,Ojja with Merguez,Tunisia,breakfast,ingredients,Ingredient setup,ojja-tn-3.webp,/tools/afrokitchen/recipes/ojja-tn/,"Finished Ojja with Merguez, breakfast from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
ojja-tn,Ojja with Merguez,Tunisia,breakfast,process,Cooking process,ojja-tn-4.webp,/tools/afrokitchen/recipes/ojja-tn/,"Finished Ojja with Merguez, breakfast from Tunisia, mid-cooking pot or pan moment that explains the method."
ojja-tn,Ojja with Merguez,Tunisia,breakfast,table,Table context,ojja-tn-5.webp,/tools/afrokitchen/recipes/ojja-tn/,"Finished Ojja with Merguez, breakfast from Tunisia, dish on table with realistic accompaniments and serving utensils."
slata-mechouia-tn,Slata Mechouia,Tunisia,salad,hero,Finished dish hero,slata-mechouia-tn.webp,/tools/afrokitchen/recipes/slata-mechouia-tn/,"Finished Slata Mechouia, salad from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
slata-mechouia-tn,Slata Mechouia,Tunisia,salad,serving,Serving detail,slata-mechouia-tn-2.webp,/tools/afrokitchen/recipes/slata-mechouia-tn/,"Finished Slata Mechouia, salad from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
slata-mechouia-tn,Slata Mechouia,Tunisia,salad,ingredients,Ingredient setup,slata-mechouia-tn-3.webp,/tools/afrokitchen/recipes/slata-mechouia-tn/,"Finished Slata Mechouia, salad from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
slata-mechouia-tn,Slata Mechouia,Tunisia,salad,process,Cooking process,slata-mechouia-tn-4.webp,/tools/afrokitchen/recipes/slata-mechouia-tn/,"Finished Slata Mechouia, salad from Tunisia, mid-cooking pot or pan moment that explains the method."
slata-mechouia-tn,Slata Mechouia,Tunisia,salad,table,Table context,slata-mechouia-tn-5.webp,/tools/afrokitchen/recipes/slata-mechouia-tn/,"Finished Slata Mechouia, salad from Tunisia, dish on table with realistic accompaniments and serving utensils."
fish-couscous-tn,Tunisian Fish Couscous,Tunisia,seafood,hero,Finished dish hero,fish-couscous-tn.webp,/tools/afrokitchen/recipes/fish-couscous-tn/,"Finished Tunisian Fish Couscous, seafood from Tunisia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
fish-couscous-tn,Tunisian Fish Couscous,Tunisia,seafood,serving,Serving detail,fish-couscous-tn-2.webp,/tools/afrokitchen/recipes/fish-couscous-tn/,"Finished Tunisian Fish Couscous, seafood from Tunisia, closer serving angle showing texture, garnish, side dish, and sauce."
fish-couscous-tn,Tunisian Fish Couscous,Tunisia,seafood,ingredients,Ingredient setup,fish-couscous-tn-3.webp,/tools/afrokitchen/recipes/fish-couscous-tn/,"Finished Tunisian Fish Couscous, seafood from Tunisia, key ingredients arranged naturally before cooking, bright kitchen light."
